CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
8045,26,Male,120349,Social Media,Awareness,5036.734206104679,0.1484319975021047,0.08561862963306278,7,8.655366185211038,7.875713522347193,91,15,3,0,284,IsConfid,ToolConfid,1
8046,56,Female,119341,Email,Retention,9190.265148996865,0.12472108285311186,0.15534061650050612,23,1.7539025449743701,0.6889163080524987,38,18,7,1,4275,IsConfid,ToolConfid,1
8047,35,Female,91778,Social Media,Consideration,5631.309072268467,0.1509899687773146,0.06952304338460724,2,8.767835076942303,4.171662098102583,21,2,7,8,3388,IsConfid,ToolConfid,1
8048,21,Female,114240,Referral,Consideration,2625.652009933605,0.282607691389006,0.14878014067242723,11,6.172143151518968,13.33223663256786,41,19,0,7,883,IsConfid,ToolConfid,1
8049,42,Female,127955,SEO,Retention,408.69055493415215,0.2006427913134362,0.10817142614717146,46,6.9154947914736224,13.974394238321404,96,17,4,9,3404,IsConfid,ToolConfid,1
8050,31,Female,44832,Referral,Consideration,3429.387557195273,0.09418972073418017,0.09754567722175277,21,6.35337051034278,1.9095419310060486,94,18,3,9,4788,IsConfid,ToolConfid,1
8051,67,Female,97857,PPC,Conversion,5768.650049238134,0.060143526572175046,0.020739369479041796,15,6.242790971738998,14.31311612747055,56,1,3,9,4720,IsConfid,ToolConfid,1
8052,26,Male,58930,SEO,Consideration,521.8715548712182,0.13181341978797073,0.19343016514368397,6,2.6655497892374544,10.222627750715883,77,8,8,3,2124,IsConfid,ToolConfid,1
8053,43,Male,52407,Referral,Retention,6136.946515182446,0.1409758979076439,0.16910770427689986,17,3.1245225954937443,13.877084818207472,37,0,2,1,3219,IsConfid,ToolConfid,1
8054,19,Female,24073,Email,Awareness,5281.796888469316,0.1843753788708597,0.16074373291742486,44,6.220482931936546,6.316877102178184,8,3,7,7,4930,IsConfid,ToolConfid,1
8055,37,Male,37667,Email,Consideration,7856.011144749052,0.08714078402653269,0.0679340775542076,22,4.612648727456795,1.9753031171544753,87,3,8,2,1977,IsConfid,ToolConfid,1
8056,45,Male,36035,Email,Consideration,385.99290549242215,0.23257768165807685,0.06502213504050938,25,5.871602254502379,4.885572327041508,28,5,7,9,3851,IsConfid,ToolConfid,1
8057,64,Female,26732,PPC,Awareness,7830.388713705501,0.03855347118902066,0.11890668835298335,37,3.2802940483539396,10.500381999363015,68,5,3,0,336,IsConfid,ToolConfid,1
8058,24,Female,75097,Social Media,Retention,5256.682753005258,0.17253147544418979,0.17078240728296826,1,5.174403874861278,12.030711734034258,41,18,1,1,465,IsConfid,ToolConfid,1
8059,61,Male,23487,Email,Awareness,3768.2403945191436,0.19082417944079227,0.18757939717204397,1,2.290642000944768,1.226773102297375,59,7,9,3,3434,IsConfid,ToolConfid,1
8060,25,Female,120488,PPC,Consideration,9657.291465952358,0.06998115850889214,0.061096514941483056,21,1.3455584162298457,7.560799216279875,38,7,6,0,1035,IsConfid,ToolConfid,1
8061,64,Female,77702,Email,Retention,1685.183517636925,0.2495432916448901,0.12540881206068932,37,9.5600473730827,1.4333171818045771,90,19,2,5,2604,IsConfid,ToolConfid,1
8062,52,Female,146671,PPC,Conversion,5459.118679001954,0.1884753163102265,0.14754153197975842,41,7.507496310873257,13.022392911297612,71,12,5,3,716,IsConfid,ToolConfid,1
8063,31,Male,114961,Email,Retention,3277.7165885655363,0.19725944224791211,0.05301450758481255,27,5.4825747038521495,7.406912959253098,92,8,2,5,3979,IsConfid,ToolConfid,1
8064,34,Male,132194,Social Media,Retention,5322.115150073824,0.15434561667139718,0.08741903974226062,16,5.959106045055914,13.76491648066984,59,18,3,4,824,IsConfid,ToolConfid,1
8065,53,Female,105107,Referral,Conversion,5567.52698054608,0.27378232298113814,0.04562011200559173,47,5.600563890887185,1.6393927870019132,52,6,1,3,125,IsConfid,ToolConfid,1
8066,67,Female,49075,Email,Retention,985.5376594059732,0.2112389986314111,0.14279196477598352,17,9.089285251272324,5.291814779256124,75,19,4,6,643,IsConfid,ToolConfid,1
8067,57,Female,127721,Referral,Consideration,6645.237954491662,0.12073231381977112,0.17411917594358758,1,7.962747094633628,10.309807280141806,7,7,9,6,4051,IsConfid,ToolConfid,1
8068,21,Female,91031,Email,Consideration,6381.366809598217,0.079195707457385,0.17673152736481448,34,3.926284369811056,4.75699817478993,20,10,6,3,4280,IsConfid,ToolConfid,1
8069,19,Male,104217,Social Media,Consideration,7717.726018881193,0.030607885698811302,0.13731688539361434,14,2.9636812804202477,12.702598835234229,55,2,1,3,3849,IsConfid,ToolConfid,1
8070,23,Male,34781,Referral,Consideration,997.5190872257929,0.057954642782304264,0.07595894843312903,14,1.598763606256834,14.80908862490385,47,16,4,3,1328,IsConfid,ToolConfid,1
8071,59,Female,59865,PPC,Conversion,3042.8596143465093,0.2978780561042613,0.13559767160230835,43,2.330102106363525,4.577684189998155,46,4,5,7,558,IsConfid,ToolConfid,1
8072,21,Male,28469,Email,Consideration,6536.094937308202,0.12796239983757565,0.17421067816245553,44,5.410550208628478,5.735629035884559,8,5,5,4,2761,IsConfid,ToolConfid,1
8073,46,Male,65167,Email,Retention,1453.635176564524,0.2706192959104479,0.1289126084477988,33,2.8231326543810793,14.526510324964256,77,14,1,4,2918,IsConfid,ToolConfid,1
8074,35,Female,144866,PPC,Awareness,6808.222286805579,0.05946511349672668,0.08844946865621445,49,3.8115452618309558,5.691886045671894,0,8,1,8,3483,IsConfid,ToolConfid,1
8075,43,Male,101738,Social Media,Conversion,684.3644371221876,0.1333546526888464,0.1847625226366098,14,2.1999620146035177,8.56180444319324,54,18,1,9,11,IsConfid,ToolConfid,1
8076,61,Male,39928,SEO,Conversion,3415.8223743003146,0.2885503554397001,0.16869115272119103,17,9.305327352529856,11.654004160398637,30,5,2,5,2751,IsConfid,ToolConfid,1
8077,51,Female,96521,Email,Awareness,8482.440111091939,0.036428352911596976,0.17766269564708426,12,1.3035253466503773,6.855998938303446,79,7,1,3,1964,IsConfid,ToolConfid,1
8078,27,Male,59599,PPC,Consideration,7765.4837747734855,0.1822554423056258,0.18160648399765594,37,4.166296478614447,5.902815262325685,90,11,8,6,4031,IsConfid,ToolConfid,1
8079,53,Male,36775,SEO,Consideration,6483.1310807481705,0.2765598512019276,0.0848243384554595,7,3.3233920465547597,7.686031017979452,10,15,9,7,65,IsConfid,ToolConfid,1
8080,31,Female,86504,Email,Retention,8717.538324588502,0.2854081781567327,0.1733314114263937,15,1.0747242000011377,11.803038304053668,65,19,4,6,1998,IsConfid,ToolConfid,1
8081,48,Female,95918,Referral,Consideration,7121.768487304785,0.2553421683624149,0.11836643753687258,19,9.35738226802263,5.026353019635538,59,2,8,5,590,IsConfid,ToolConfid,1
8082,65,Male,90687,PPC,Consideration,5241.813541586949,0.2582209853844433,0.017250204975267615,25,3.8224671744173855,5.586708708218365,30,15,7,1,220,IsConfid,ToolConfid,1
8083,32,Female,46804,Referral,Retention,9799.203253819287,0.199133056694065,0.13080890773882234,34,5.5204757639096895,3.2425199051595213,49,14,4,4,4394,IsConfid,ToolConfid,1
8084,25,Male,129122,Social Media,Consideration,6979.075189914263,0.07392270134754783,0.09941759561595409,16,6.2434584768587955,10.673453751200258,59,10,6,5,928,IsConfid,ToolConfid,1
8085,31,Female,52259,SEO,Awareness,6053.5350504487305,0.22189677790062673,0.062279385245586516,25,6.4943178144158065,13.542031800936664,87,5,1,1,1884,IsConfid,ToolConfid,1
8086,40,Female,145725,PPC,Consideration,4147.81855344029,0.2937314946930297,0.19437279660893753,17,5.14234655283277,3.193228853049398,61,1,9,8,1530,IsConfid,ToolConfid,1
8087,57,Female,106284,Email,Awareness,9033.883735932599,0.16252071925511513,0.02046346307566508,43,6.344464544386568,1.001548287425016,38,6,9,9,932,IsConfid,ToolConfid,1
8088,38,Female,105227,Email,Awareness,3027.5200464894288,0.08560223413230134,0.18971670423434264,6,7.765849037611107,6.028424544875227,2,15,6,3,3472,IsConfid,ToolConfid,1
8089,33,Male,117556,SEO,Awareness,191.27398268793655,0.17630660965184936,0.04026074152058125,43,9.568801255483763,6.4472440921958505,57,0,4,4,3242,IsConfid,ToolConfid,1
8090,62,Male,63560,Referral,Consideration,2047.7311720803636,0.21027700330977875,0.08162775406710111,34,6.913335432991241,9.86502113832734,67,12,5,4,3897,IsConfid,ToolConfid,1
8091,35,Female,47256,Referral,Consideration,1184.2231702293557,0.0704012897330798,0.08927468332967636,11,5.16006570585902,1.7410694853285875,29,3,8,6,1288,IsConfid,ToolConfid,1
8092,64,Male,26125,PPC,Conversion,3258.0383643134132,0.21856491080673254,0.14889389854555465,46,5.0014405530441595,12.411726882646429,66,0,7,8,2324,IsConfid,ToolConfid,1
8093,41,Male,24370,PPC,Retention,8276.198906838705,0.18035552907647365,0.050965749659973865,48,7.3887162757257165,8.822808703481757,67,4,1,8,2368,IsConfid,ToolConfid,1
8094,43,Female,24838,Referral,Retention,6550.143885113574,0.18758147365293515,0.19735935021323248,43,6.643316919844335,8.416578322003813,57,15,9,5,3006,IsConfid,ToolConfid,1
8095,42,Female,134479,PPC,Conversion,1772.907833413754,0.09873649962455189,0.15231225202516438,40,4.78347931180887,5.087263988867358,76,18,5,8,72,IsConfid,ToolConfid,1
8096,62,Female,77429,Referral,Awareness,7909.335038814151,0.05502737493224833,0.16009100128594042,0,4.022981312317757,5.796378940439576,52,11,0,3,3482,IsConfid,ToolConfid,1
8097,58,Male,23134,SEO,Retention,5091.776674384087,0.19080046963864053,0.030221466815829955,24,9.938337790280526,1.3036951327465784,13,8,7,4,205,IsConfid,ToolConfid,1
8098,46,Female,130995,PPC,Conversion,5175.87477877114,0.18000756685424582,0.10049928180679553,15,7.901172888798082,11.42944427466166,9,5,0,4,2595,IsConfid,ToolConfid,1
8099,32,Male,63199,Referral,Awareness,3684.9105917106453,0.10802353443700341,0.18966577659087488,14,2.8609812833311157,9.268680169670393,77,8,1,4,3514,IsConfid,ToolConfid,1
8100,62,Male,97092,PPC,Conversion,8659.702011738033,0.09580916358830728,0.061312553594843236,10,3.629545047167259,14.65821335926337,80,1,3,0,2398,IsConfid,ToolConfid,1
8101,18,Female,144925,Email,Consideration,3251.440308172347,0.11070089388206236,0.03762289444066334,36,9.043198028312194,5.626645702776845,21,0,9,6,4525,IsConfid,ToolConfid,1
8102,42,Male,53822,Email,Consideration,1031.9836306299176,0.15206616816465784,0.10222494735519577,38,6.94746269883618,10.16053387556664,62,9,1,5,1506,IsConfid,ToolConfid,1
8103,24,Male,113513,Social Media,Awareness,3097.0170403222564,0.29269772318223675,0.1867746832337296,2,3.796775535103987,13.83340680855619,60,2,4,2,1821,IsConfid,ToolConfid,1
8104,26,Female,40113,Referral,Awareness,7182.000108052069,0.23143374038759984,0.10249021864181918,44,4.2778927306305,10.819372891745626,45,17,6,7,272,IsConfid,ToolConfid,1
8105,41,Male,83594,Social Media,Consideration,6610.060679352956,0.2570045243579916,0.08691851755473519,44,4.410168981776536,1.0845026080841125,36,11,6,5,360,IsConfid,ToolConfid,1
8106,18,Male,116102,Referral,Retention,1961.3698201804207,0.15663837498202401,0.13355176297561755,41,2.676656769794363,9.667433636910989,20,14,9,8,4403,IsConfid,ToolConfid,1
8107,61,Male,22669,PPC,Retention,1206.664561138926,0.16257584741584533,0.18800795978160476,38,5.600518555929202,8.408169707124834,88,13,4,6,3502,IsConfid,ToolConfid,1
8108,25,Female,69427,Referral,Consideration,6642.571008177289,0.06925415181673801,0.019320915348772554,19,7.890135793897303,7.740043405303668,2,9,2,7,2395,IsConfid,ToolConfid,1
8109,41,Female,101617,Email,Retention,6796.1306729836315,0.2191032925273127,0.03914515364057133,22,6.076539536552475,8.519137530564635,18,5,4,8,2647,IsConfid,ToolConfid,1
8110,28,Female,32938,PPC,Consideration,3724.88140838465,0.13225936167928448,0.035223318908409476,14,6.903477546875941,7.178204489159226,31,19,3,5,3426,IsConfid,ToolConfid,1
8111,68,Female,25717,Email,Conversion,8443.73369693789,0.22530958905713624,0.026213266636841474,17,6.3584774924556156,10.531567373333983,78,19,5,7,603,IsConfid,ToolConfid,1
8112,34,Female,97818,PPC,Conversion,9784.231517619177,0.12862606058066137,0.06740015532319521,38,1.530058864615281,0.716237090614334,23,11,0,1,3469,IsConfid,ToolConfid,1
8113,25,Female,67659,Referral,Conversion,2135.8877121490145,0.04146998429203336,0.053568716292858906,34,2.692540546444005,3.234115831799596,72,8,0,0,4643,IsConfid,ToolConfid,0
8114,52,Male,127601,Referral,Retention,5812.980285489681,0.06018556945790621,0.1142513405797737,28,4.153135931567241,5.798091617120452,73,3,7,8,162,IsConfid,ToolConfid,1
8115,52,Male,84575,Email,Conversion,152.92865713899772,0.24535532264165816,0.07218499012788362,19,9.003115026506029,7.06367541903137,47,3,5,9,1669,IsConfid,ToolConfid,1
8116,50,Female,99737,SEO,Awareness,7159.238520660245,0.08499878197209043,0.08698949367699649,41,4.138231008349045,2.392052046033135,95,1,8,5,1981,IsConfid,ToolConfid,1
8117,22,Male,36289,Referral,Awareness,4201.392924276846,0.08666278254445009,0.1889542911949644,14,3.9440527450997562,12.392116674580558,57,6,9,9,4669,IsConfid,ToolConfid,1
8118,59,Female,44406,SEO,Conversion,2013.3653463413318,0.27951674610067606,0.039574571841187185,31,1.7252798135894873,13.976174885706971,39,10,0,9,2597,IsConfid,ToolConfid,1
8119,56,Female,142688,PPC,Awareness,7546.997025467324,0.20071433063138636,0.0838068920910124,11,9.748713499989746,11.392624595736226,6,15,6,2,4820,IsConfid,ToolConfid,1
8120,58,Female,116822,SEO,Conversion,8125.4230958051985,0.04314919062646333,0.05884554969856855,47,8.006947028972444,13.967861700766468,45,9,0,2,3803,IsConfid,ToolConfid,1
8121,45,Female,32873,Email,Conversion,1200.5483616417791,0.05163972833826092,0.1143415366479729,11,7.893345036479465,11.276709902483054,90,14,6,7,3336,IsConfid,ToolConfid,1
8122,24,Female,145812,Social Media,Consideration,505.85804219653653,0.08898655548888101,0.14990388304386243,24,4.453349631024197,6.895312272664034,14,1,6,2,4108,IsConfid,ToolConfid,1
8123,26,Male,102048,Social Media,Conversion,3407.376572524261,0.1822587494697235,0.16522769594939435,33,1.7053250853307098,6.200428113745987,84,11,7,9,3310,IsConfid,ToolConfid,1
8124,25,Female,114463,Email,Awareness,6297.305611034252,0.22831938627264511,0.10790637195829945,7,3.3716824158063217,2.9127910374970436,73,14,4,5,4974,IsConfid,ToolConfid,1
8125,29,Female,43461,Social Media,Retention,7954.853319167468,0.08960396860142712,0.17243415239011908,23,8.676096800949086,1.7534820949244332,86,10,7,5,3606,IsConfid,ToolConfid,1
8126,51,Female,40710,Email,Conversion,5506.018716641531,0.2624861908503397,0.1591643464966903,44,2.622681194308918,3.684465089653305,4,9,9,4,4652,IsConfid,ToolConfid,1
8127,50,Male,105488,Referral,Consideration,5849.412885439108,0.04166225187640308,0.03983077167241031,0,9.048246303563435,8.215968117396326,58,2,4,6,2863,IsConfid,ToolConfid,1
8128,65,Male,33448,SEO,Awareness,8018.596395353622,0.07020375873252208,0.05663146421379908,24,5.821790638361078,2.4567336911387727,69,7,8,3,596,IsConfid,ToolConfid,1
8129,40,Male,35198,Social Media,Consideration,5335.549404765718,0.2914348271314345,0.13762690038335,33,7.430828762024781,14.291871417515903,21,19,7,9,1084,IsConfid,ToolConfid,1
8130,41,Female,93158,Referral,Conversion,6150.429453240376,0.049076010459560726,0.19521086375071553,13,5.082772555163736,3.668285627246086,27,19,6,5,2530,IsConfid,ToolConfid,1
8131,54,Female,126384,Social Media,Conversion,5210.551665767937,0.26755227923990516,0.08146464311400003,35,9.390784344018265,12.587655232225988,53,4,6,0,3755,IsConfid,ToolConfid,1
8132,52,Male,87938,PPC,Conversion,8816.53651034027,0.21414117186718765,0.053663489722500735,5,3.1569249861967283,12.37287496142299,18,10,2,2,458,IsConfid,ToolConfid,1
8133,61,Female,70799,Email,Conversion,2431.61452399238,0.031195256286094944,0.17513459251616,44,6.1519008723092625,2.547455547881556,13,11,5,6,40,IsConfid,ToolConfid,1
8134,57,Male,121860,Email,Awareness,2713.5364869510427,0.15027498038098372,0.047926272313147694,8,1.6220441169682966,10.805771290500525,47,19,5,8,2601,IsConfid,ToolConfid,1
8135,39,Female,114003,Referral,Retention,1366.8184698580749,0.16050401241199386,0.1425075720694737,47,5.323845179692673,12.449650635075962,6,10,4,0,819,IsConfid,ToolConfid,1
8136,44,Female,54961,PPC,Conversion,8212.720839794776,0.28032049311059287,0.016507323367614266,0,9.754429167635587,13.322166745776395,78,5,1,3,3124,IsConfid,ToolConfid,1
8137,52,Male,63007,SEO,Consideration,4176.595176567338,0.13212033199237894,0.013606297868601696,8,1.7931837214837065,14.332704260633935,31,7,9,6,3120,IsConfid,ToolConfid,1
8138,18,Female,85470,PPC,Awareness,3544.1500147243137,0.13956144848464,0.09579767564939129,23,5.560507267012628,13.986500234612308,21,12,6,9,189,IsConfid,ToolConfid,1
8139,52,Female,72256,PPC,Awareness,9815.352299162847,0.0426202888880497,0.1347426242344816,38,6.420756803381238,5.011487334042284,45,14,4,8,2995,IsConfid,ToolConfid,1
8140,54,Female,40739,SEO,Awareness,9275.353327753875,0.19536004339692212,0.037062546252166,17,9.385712713834625,4.381011226104657,84,1,1,7,2856,IsConfid,ToolConfid,1
8141,64,Female,104054,SEO,Consideration,9722.678053035137,0.07116012300783801,0.15513766607029222,47,3.676727816736563,6.264191036262863,82,5,3,1,2962,IsConfid,ToolConfid,1
8142,31,Female,78186,PPC,Retention,1508.7600679110592,0.03248464488487498,0.034459931658274594,38,5.526465725318712,7.242590888457313,12,19,0,1,1913,IsConfid,ToolConfid,0
8143,20,Male,46547,Social Media,Consideration,8923.392950166846,0.29910651002053024,0.1114044834956182,17,9.884762670005765,3.891332745383832,21,1,7,8,1910,IsConfid,ToolConfid,1
8144,18,Female,114472,Social Media,Consideration,3354.2250339357697,0.0881925921092135,0.06857684653264529,40,7.921171012146457,1.7482063423519223,9,14,4,1,318,IsConfid,ToolConfid,0
8145,22,Female,105823,PPC,Consideration,225.30202509743884,0.050905417887353144,0.15292812258880903,27,8.293731200002536,10.020503131857465,43,0,7,9,4579,IsConfid,ToolConfid,1
8146,43,Female,138301,Social Media,Conversion,3973.8535262323803,0.21285220863318113,0.16278218317713797,1,8.024601479431688,3.026491370684931,23,10,0,6,4662,IsConfid,ToolConfid,1
8147,31,Male,126887,SEO,Conversion,5141.043896066791,0.24828782521735154,0.02255733551686951,36,5.637034212188946,13.766045389871373,58,7,7,9,3096,IsConfid,ToolConfid,1
8148,56,Male,71431,SEO,Consideration,1171.382193317313,0.02858247300664054,0.04659486816841834,40,4.909186607249927,4.671429645066419,61,8,4,8,2876,IsConfid,ToolConfid,1
8149,44,Male,45476,Social Media,Consideration,5423.0084070551375,0.04056405916623824,0.17960238081818516,35,3.293318597762369,3.3664504930930623,71,14,6,7,252,IsConfid,ToolConfid,1
8150,26,Male,98411,SEO,Conversion,8212.68948334964,0.036150408838793294,0.08896643895416469,47,5.193701565566775,3.3152932099850814,71,4,2,4,4,IsConfid,ToolConfid,1
8151,32,Male,30686,Email,Conversion,3838.7444133080203,0.023618197963528244,0.10057981442087864,23,1.1845212911024556,4.697293160534945,54,8,2,1,3395,IsConfid,ToolConfid,0
