,referencia_catastral,codigo_ine,nombre_municipio,codigo_provincia,zona_climatica,uso_principal,altura_maxima,altura_maxima_categoria,tipologia_edificio,ano_construccion,ano_construccion_categoria,superficie_vivienda,numero_viviendas,numero_viviendas_categoria,cluster,demanda_calefaccion,demanda_calefaccion_post_interverncion,calificacion_demanda_calefaccion,calificacion_demanda_calefaccion_post_intervencion,coste_intervencion_m2,coste_intervencion_viv
21,4802012437003,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
22,4802012438001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
23,4802012451004,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
24,4802012451016,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
25,4802012451017,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
26,4802012452007,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
27,4802012408003,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
28,4802012452008,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
29,4802012409001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
30,4802012452009,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
31,4802012409002,48020,Bilbao,48,C1,Público,,,,,,,0,,,,,,,,
32,4802012452010,48020,Bilbao,48,C1,Oficinas,,,,,,,0,,,,,,,,
33,4802012452011,48020,Bilbao,48,C1,Oficinas,,,,,,,0,,,,,,,,
34,4802012452012,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
35,4802012452013,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
36,4802012452014,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
37,4802012453001,48020,Bilbao,48,C1,Oficinas,,,,,,,0,,,,,,,,
38,4802012453002,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
39,4802012453003,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
40,4802012453004,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
41,4802012453005,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
42,4802012453006,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
43,4802012453007,48020,Bilbao,48,C1,Residencial,2.0,De PB a PB+2,Plurifamiliar < 3 plantas,1900.0,Hasta 1900,424.0,3,De 2 a 4 viviendas,Cc < 1900,109.05,34.14,G,D,99.23,14035.42
44,4802012453008,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
45,4802012453009,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
46,4802012453010,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
47,4802012453011,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
48,4802012453012,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
49,4802012453013,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
50,4802012453014,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
51,4802012453015,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
52,4802012453016,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
53,4802012453017,48020,Bilbao,48,C1,Oficinas,,,,,,,0,,,,,,,,
54,4802012453018,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
55,4802012453019,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
56,4802012453020,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
57,4802012453021,48020,Bilbao,48,C1,Común,,,,,,,0,,,,,,,,
58,4802012453022,48020,Bilbao,48,C1,Residencial,4.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1910.0,De 1901 a 1940,764.0,8,De 5 a 9 viviendas,Bb 01-40,74.03,24.47,E,C,72.64,6940.57
59,4802012453023,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
60,4802012453024,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
61,4802012453025,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
62,4802012453026,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
63,4802020111004,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
64,4802020111005,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
65,4802012409003,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
66,4802012409004,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
67,4802012410001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
68,4802012411001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
69,4802012411002,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
70,4802012411003,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
71,4802012412001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
72,4802012412002,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
73,4802012416003,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
74,4802020111006,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1920.0,De 1901 a 1940,253.0,5,De 5 a 9 viviendas,Cc 01-40,109.05,34.71,G,D,99.23,5037.31
75,4802020111007,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1900.0,Hasta 1900,86.0,3,De 2 a 4 viviendas,Cc < 1900,109.05,34.14,G,D,99.23,2867.42
76,4802020111008,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
77,4802020111009,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
78,4802020111010,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
79,4802020111011,48020,Bilbao,48,C1,Residencial,2.0,De PB a PB+2,Plurifamiliar < 3 plantas,1932.0,De 1901 a 1940,312.0,8,De 5 a 9 viviendas,Cc 01-40,109.05,34.71,G,D,99.23,3879.15
80,4802020111012,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
81,4802020111013,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
82,4802020111014,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
83,4802020111015,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
84,4802020112001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
85,4802020112002,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
86,4802012417001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
87,4802012419001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
88,4802012420001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
89,4802012421001,48020,Bilbao,48,C1,Residencial,4.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,2006.0,De 1981 a 2007,683.0,7,De 5 a 9 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,7416.08
90,4802012422001,48020,Bilbao,48,C1,Público,,,,,,,0,,,,,,,,
91,4802012423002,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
92,4802012423003,48020,Bilbao,48,C1,Común,,,,,,,0,,,,,,,,
93,4802012424001,48020,Bilbao,48,C1,Público,,,,,,,0,,,,,,,,
94,4802012425001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
95,4802012426001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
96,4802020112003,48020,Bilbao,48,C1,Aparcamiento,,,,,,,0,,,,,,,,
97,4802020112004,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
98,4802020112005,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
99,4802020112006,48020,Bilbao,48,C1,Residencial,2.0,De PB a PB+2,Plurifamiliar < 3 plantas,1990.0,De 1981 a 2007,338.0,6,De 5 a 9 viviendas,Cc 81-07,48.87,17.22,D,B,102.12,5757.7
100,4802020112007,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
101,4802020112008,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
102,4802020113001,48020,Bilbao,48,C1,Almacenaje,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1850.0,Hasta 1900,184.0,2,De 2 a 4 viviendas,Cc < 1900,109.05,34.14,G,D,99.23,9178.77
103,4802020114001,48020,Bilbao,48,C1,EnseñanzaCultural,2.0,De PB a PB+2,Unifamiliar,1966.0,De 1961 a 1980,357.0,1,Unifamiliar,Uu 61-80,139.25,38.79,F,C,131.59,47048.69
104,4802020115001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
105,4802020117001,48020,Bilbao,48,C1,Residencial,2.0,De PB a PB+2,Plurifamiliar < 3 plantas,1950.0,De 1941 a 1960,204.0,3,De 2 a 4 viviendas,Cc 41-60,102.18,33.77,F,D,113.98,7783.69
106,4802020117002,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1957.0,De 1941 a 1960,242.0,6,De 5 a 9 viviendas,Cc 41-60,102.18,33.77,F,D,113.98,4611.06
107,4802020117003,48020,Bilbao,48,C1,Residencial,2.0,De PB a PB+2,Plurifamiliar < 3 plantas,1957.0,De 1941 a 1960,273.0,4,De 2 a 4 viviendas,Cc 41-60,102.18,33.77,F,D,113.98,7787.68
108,4802020117004,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
109,4802020199001,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1993.0,De 1981 a 2007,394.0,3,De 2 a 4 viviendas,Cc 81-07,48.87,17.22,D,B,102.12,13444.1
110,4802012427001,48020,Bilbao,48,C1,Oficinas,,,,,,,0,,,,,,,,
111,4802012428001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
112,4802012429001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
113,4802012430001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
114,4802020199002,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
115,4802020299030,48020,Bilbao,48,C1,Residencial,0.0,De PB a PB+2,Unifamiliar,1998.0,De 1981 a 2007,61.0,1,Unifamiliar,Uu 81-07,82.53,26.36,E,B,150.38,9222.81
116,4802020199003,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1980.0,De 1961 a 1980,140.0,2,De 2 a 4 viviendas,Cc 61-80,69.5,27.56,E,C,89.92,6317.78
117,4802020199004,48020,Bilbao,48,C1,Residencial,0.0,De PB a PB+2,Plurifamiliar < 3 plantas,1974.0,De 1961 a 1980,344.0,4,De 2 a 4 viviendas,Cc 61-80,69.5,27.56,E,C,89.92,7751.33
118,4802020199005,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
119,4802020199006,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Unifamiliar,1974.0,De 1961 a 1980,189.0,1,Unifamiliar,Uu 61-80,139.25,38.79,F,C,131.59,24891.56
120,4802020199007,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
121,4802020199008,48020,Bilbao,48,C1,Residencial,0.0,De PB a PB+2,Unifamiliar,1900.0,Hasta 1900,16.0,1,Unifamiliar,Uu < 1900,155.26,37.64,G,C,107.52,1731.07
122,4802020199009,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1970.0,De 1961 a 1980,258.0,3,De 2 a 4 viviendas,Cc 61-80,69.5,27.56,E,C,89.92,7756.8
123,4802020199010,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1949.0,De 1941 a 1960,224.0,2,De 2 a 4 viviendas,Cc 41-60,102.18,33.77,F,D,113.98,12776.02
124,4802020199011,48020,Bilbao,48,C1,Residencial,3.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1972.0,De 1961 a 1980,416.0,5,De 5 a 9 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5189.21
125,4802020199012,48020,Bilbao,48,C1,Aparcamiento,,,,,,,0,,,,,,,,
126,4802020199013,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1974.0,De 1961 a 1980,138.0,2,De 2 a 4 viviendas,Cc 61-80,69.5,27.56,E,C,89.92,6222.91
127,4802020199014,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
128,4802020199015,48020,Bilbao,48,C1,Piscinas,,,,,,,0,,,,,,,,
129,4802020199016,48020,Bilbao,48,C1,Residencial,0.0,De PB a PB+2,Unifamiliar,1900.0,Hasta 1900,17.0,1,Unifamiliar,Uu < 1900,155.26,37.64,G,C,107.52,1928.91
130,4802020199017,48020,Bilbao,48,C1,OtrosNoCal,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1974.0,De 1961 a 1980,212.0,2,De 2 a 4 viviendas,Cc 61-80,69.5,27.56,E,C,89.92,9536.92
131,4802020199018,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
132,4802020199019,48020,Bilbao,48,C1,Residencial,0.0,De PB a PB+2,Plurifamiliar < 3 plantas,1975.0,De 1961 a 1980,247.0,3,De 2 a 4 viviendas,Cc 61-80,69.5,27.56,E,C,89.92,7410.61
133,4802020199021,48020,Bilbao,48,C1,Residencial,2.0,De PB a PB+2,Plurifamiliar < 3 plantas,1900.0,Hasta 1900,742.0,9,De 5 a 9 viviendas,Cc < 1900,109.05,34.14,G,D,99.23,8183.06
134,4802020199022,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1974.0,De 1961 a 1980,230.0,2,De 2 a 4 viviendas,Cc 61-80,69.5,27.56,E,C,89.92,10352.94
135,4802020199023,48020,Bilbao,48,C1,OtrosNoCal,0.0,De PB a PB+2,Unifamiliar,1974.0,De 1961 a 1980,21.0,1,Unifamiliar,Uu 61-80,139.25,38.79,F,C,131.59,2889.72
136,4802020199024,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
137,4802020199025,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
138,4802020212005,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
139,4802020299031,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
140,4802020299048,48020,Bilbao,48,C1,Residencial,0.0,De PB a PB+2,Unifamiliar,1965.0,De 1961 a 1980,24.0,1,Unifamiliar,Uu 61-80,139.25,38.79,F,C,131.59,3158.16
141,4802020301001,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Unifamiliar,1900.0,Hasta 1900,524.0,1,Unifamiliar,Uu < 1900,155.26,37.64,G,C,107.52,56340.48
142,4802020212006,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
143,4802020212007,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
144,4802020301002,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,2002.0,De 1981 a 2007,3183.0,30,De 20 a 39 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,8054.23
145,4802020301003,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
146,4802020301004,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,2002.0,De 1981 a 2007,3212.0,30,De 20 a 39 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,8127.42
147,4802020301005,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
148,4802020301006,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
149,4802020301007,48020,Bilbao,48,C1,Industrial,,,,,,,0,,,,,,,,
150,4802020301008,48020,Bilbao,48,C1,Residencial,9.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1981.0,De 1981 a 2007,4243.0,38,De 20 a 39 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,8476.83
151,4802020301009,48020,Bilbao,48,C1,EnseñanzaCultural,,,,,,,0,,,,,,,,
152,4802020301010,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
153,4802020301011,48020,Bilbao,48,C1,Residencial,9.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1981.0,De 1981 a 2007,4224.0,38,De 20 a 39 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,8438.88
154,4802020212008,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
155,4802020212009,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
156,4802020212010,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
157,4802020212011,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
158,4802020212012,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
159,4802020212013,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
160,4802020212014,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
161,4802020299001,48020,Bilbao,48,C1,EnseñanzaCultural,1.0,De PB a PB+2,Unifamiliar,1974.0,De 1961 a 1980,116.0,1,Unifamiliar,Uu 61-80,139.25,38.79,F,C,131.59,15264.44
162,4802020301012,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
163,4802020301013,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1965.0,De 1961 a 1980,1922.0,33,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,3627.98
164,4802020301014,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1965.0,De 1961 a 1980,1925.0,33,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,3634.3
165,4802020301015,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1966.0,De 1961 a 1980,1967.0,33,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,3712.08
166,4802020301016,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1966.0,De 1961 a 1980,1990.0,33,De 20 a 39 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,3755.81
167,4802020301017,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
168,4802020301018,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,2013.0,De 2008 a 2020,,49,40 o más viviendas,Bb 08-20,22.45,22.45,C,C,0.0,
169,4802020301019,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,2013.0,De 2008 a 2020,,49,40 o más viviendas,Bb 08-20,22.45,22.45,C,C,0.0,
170,4802020301027,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
171,4802020302002,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
172,4802020304001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
173,4802020305001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
174,4802020305002,48020,Bilbao,48,C1,Residencial,9.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1981.0,De 1981 a 2007,4230.0,38,De 20 a 39 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,8450.51
175,4802020306001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
176,4802020306003,48020,Bilbao,48,C1,Residencial,9.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1981.0,De 1981 a 2007,4232.0,38,De 20 a 39 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,8454.86
177,4802020306004,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
178,4802020307001,48020,Bilbao,48,C1,Común,,,,,,,0,,,,,,,,
179,4802023405003,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
180,4802020299015,48020,Bilbao,48,C1,Almacenaje,0.0,De PB a PB+2,Unifamiliar,1920.0,De 1901 a 1940,126.0,1,Unifamiliar,Uu 01-40,155.26,37.55,G,C,107.52,13547.52
181,4802023406001,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
182,4802020299017,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
183,4802020299018,48020,Bilbao,48,C1,OtrosNoCal,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1925.0,De 1901 a 1940,442.0,2,De 2 a 4 viviendas,Cc 01-40,109.05,34.71,G,D,99.23,21979.44
184,4802023406002,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
185,4802023406003,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
186,4802023406004,48020,Bilbao,48,C1,Oficinas,,,,,,,0,,,,,,,,
187,4802020299019,48020,Bilbao,48,C1,Almacenaje,,,,,,,0,,,,,,,,
188,4802020299020,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
189,4802020299021,48020,Bilbao,48,C1,OtrosNoCal,0.0,De PB a PB+2,Plurifamiliar < 3 plantas,1950.0,De 1941 a 1960,19.0,2,De 2 a 4 viviendas,Cc 41-60,102.18,33.77,F,D,113.98,1089.08
190,4802020299022,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
191,4802020299023,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1940.0,De 1901 a 1940,114.0,2,De 2 a 4 viviendas,Cc 01-40,109.05,34.71,G,D,99.23,5686.87
192,4802020299024,48020,Bilbao,48,C1,Residencial,1.0,De PB a PB+2,Plurifamiliar < 3 plantas,1948.0,De 1941 a 1960,109.0,2,De 2 a 4 viviendas,Cc 41-60,102.18,33.77,F,D,113.98,6237.56
193,4802020299025,48020,Bilbao,48,C1,Aparcamiento,,,,,,,0,,,,,,,,
194,4802020299026,48020,Bilbao,48,C1,Residencial,2.0,De PB a PB+2,Plurifamiliar < 3 plantas,1952.0,De 1941 a 1960,323.0,6,De 5 a 9 viviendas,Cc 41-60,102.18,33.77,F,D,113.98,6154.35
195,4802023501008,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1976.0,De 1961 a 1980,1651.0,19,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,5410.94
196,4802023501009,48020,Bilbao,48,C1,Residencial,5.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1976.0,De 1961 a 1980,795.0,10,De 10 a 19 viviendas,Bb 61-80,58.26,20.74,E,C,62.27,4950.47
197,4802023501010,48020,Bilbao,48,C1,EnseñanzaCultural,,,,,,,0,,,,,,,,
198,4802023501011,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1997.0,De 1981 a 2007,2044.0,17,De 10 a 19 viviendas,Bb 81-07,34.88,12.48,D,B,75.9,9126.93
199,4802023501012,48020,Bilbao,48,C1,Residencial,4.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1890.0,Hasta 1900,442.0,14,De 10 a 19 viviendas,Bb < 1900,74.03,24.01,E,C,72.64,2295.89
200,4802023501013,48020,Bilbao,48,C1,OtrosNoCal,,,,,,,0,,,,,,,,
201,4802023501014,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1890.0,Hasta 1900,1591.0,11,De 10 a 19 viviendas,Bb < 1900,74.03,24.01,E,C,72.64,10509.69
202,4802023501016,48020,Bilbao,48,C1,Residencial,7.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1900.0,Hasta 1900,1543.0,14,De 10 a 19 viviendas,Bb < 1900,74.03,24.01,E,C,72.64,8005.97
203,4802023501017,48020,Bilbao,48,C1,HoteleroRestauración,,,,,,,0,,,,,,,,
204,4802023501018,48020,Bilbao,48,C1,Residencial,6.0,De PB+3 o mes,Plurifamiliar >= 3 plantas,1900.0,Hasta 1900,1047.0,12,De 10 a 19 viviendas,Bb < 1900,74.03,24.01,E,C,72.64,6338.51
