id_operacion;id_cliente;id_producto;fecha_operacion;cantidad_producto
252;44;14;2020-03-02;1
253;44;9;2020-03-03;1
254;44;14;2020-03-03;1
255;44;9;2020-03-04;1
256;44;14;2020-03-04;1
257;44;9;2020-03-05;1
258;44;14;2020-03-05;1
259;44;9;2020-03-06;1
260;44;14;2020-03-06;1
261;44;9;2020-03-07;1
262;44;14;2020-03-07;1
263;45;9;2020-03-02;1
264;45;9;2020-03-03;1
265;45;9;2020-03-04;1
266;45;9;2020-03-05;1
267;45;9;2020-03-06;1
268;46;6;2020-03-02;1
269;46;6;2020-03-03;1
270;46;6;2020-03-04;1
271;46;6;2020-03-05;1
272;46;6;2020-03-06;1
273;47;16;2020-03-02;1
274;47;16;2020-03-03;1
275;47;16;2020-03-04;1
276;48;9;2020-03-02;1
277;48;9;2020-03-03;1
278;48;9;2020-03-04;1
279;48;9;2020-03-05;1
280;48;9;2020-03-06;1
281;49;8;2020-03-02;1
282;49;8;2020-03-03;1
283;49;8;2020-03-04;1
284;49;8;2020-03-05;1
285;49;8;2020-03-06;1
286;50;6;2020-03-02;1
287;50;16;2020-03-02;1
288;50;6;2020-03-03;1
289;50;16;2020-03-03;1
290;50;6;2020-03-04;1
291;50;16;2020-03-04;1
292;50;6;2020-03-06;1
293;50;16;2020-03-06;1
294;50;6;2020-03-07;1
295;50;16;2020-03-07;1
296;50;38;2020-03-07;0.5
297;51;18;2020-03-02;1
298;51;18;2020-03-03;1
299;51;18;2020-03-04;1
300;51;18;2020-03-05;1
301;51;18;2020-03-06;1
302;51;9;2020-03-07;1
303;52;8;2020-03-02;1
304;52;8;2020-03-04;1
305;52;8;2020-03-05;1
306;52;8;2020-03-06;1
307;52;8;2020-03-07;1
308;53;7;2020-03-02;1
309;53;7;2020-03-04;1
310;53;7;2020-03-05;1
311;53;7;2020-03-06;1
312;53;7;2020-03-07;1
313;54;17;2020-03-04;1
314;54;17;2020-03-05;1
315;54;8;2020-03-06;1
316;54;14;2020-03-07;1
317;55;18;2020-03-02;1
318;55;18;2020-03-03;1
319;55;18;2020-03-04;1
320;55;18;2020-03-05;1
321;56;18;2020-03-04;1
322;56;18;2020-03-05;1
323;56;18;2020-03-06;1
324;56;18;2020-03-07;1
325;57;6;2020-03-02;1
326;57;6;2020-03-03;1
327;57;6;2020-03-04;1
328;57;6;2020-03-05;1
329;57;6;2020-03-06;1
330;57;6;2020-03-07;1
331;58;8;2020-03-02;1
332;58;8;2020-03-03;1
333;58;8;2020-03-04;1
334;58;8;2020-03-05;1
335;58;8;2020-03-06;1
336;58;8;2020-03-07;1
337;58;8;2020-03-07;3
338;59;6;2020-03-02;1
339;59;6;2020-03-03;1
340;59;6;2020-03-04;1
341;59;6;2020-03-05;1
342;59;6;2020-03-06;1
343;59;4;2020-03-07;1
344;60;6;2020-03-02;1
345;60;6;2020-03-03;1
346;60;6;2020-03-04;1
347;60;6;2020-03-05;1
348;60;6;2020-03-06;1
349;60;6;2020-03-07;1
350;61;6;2020-03-02;1
351;61;6;2020-03-03;1
352;61;6;2020-03-04;1
353;61;6;2020-03-05;1
354;61;6;2020-03-06;1
355;61;6;2020-03-07;1
356;62;8;2020-03-02;1
357;62;8;2020-03-03;1
358;62;8;2020-03-04;1
359;62;8;2020-03-05;1
360;62;8;2020-03-06;1
361;63;6;2020-03-02;1
362;63;6;2020-03-03;1
363;63;6;2020-03-04;1
364;63;6;2020-03-05;1
365;63;6;2020-03-06;1
366;63;6;2020-03-07;1
367;64;8;2020-03-02;1
368;64;8;2020-03-03;1
369;64;8;2020-03-04;1
370;64;8;2020-03-05;1
371;64;8;2020-03-06;1
372;64;8;2020-03-07;1
373;65;19;2020-03-02;1
374;65;38;2020-03-02;2
375;65;19;2020-03-03;1
376;65;19;2020-03-04;1
377;65;19;2020-03-05;1
378;65;19;2020-03-06;1
379;65;19;2020-03-07;1
380;66;8;2020-03-02;1
381;66;8;2020-03-03;1
382;66;8;2020-03-04;1
383;66;8;2020-03-05;1
384;66;8;2020-03-06;1
385;66;8;2020-03-07;1
386;66;31;2020-03-07;1
387;67;6;2020-03-07;2
388;67;38;2020-03-07;2
389;67;39;2020-03-07;2
390;68;6;2020-03-02;1
391;68;6;2020-03-03;1
392;68;6;2020-03-04;1
393;68;6;2020-03-05;1
394;68;6;2020-03-06;1
395;68;6;2020-03-07;1
396;69;6;2020-03-02;1
397;69;6;2020-03-03;1
398;69;6;2020-03-04;1
399;69;6;2020-03-05;1
400;69;6;2020-03-07;1
401;70;12;2020-03-05;1
402;70;12;2020-03-07;1
403;71;18;2020-03-02;1
404;71;18;2020-03-03;1
405;71;18;2020-03-04;1
406;71;18;2020-03-05;1
407;71;18;2020-03-06;1
408;72;6;2020-03-02;1
409;72;6;2020-03-03;1
410;72;6;2020-03-04;1
411;72;6;2020-03-05;1
412;72;6;2020-03-06;1
413;72;6;2020-03-07;1
414;73;6;2020-03-02;1
415;73;6;2020-03-03;1
416;73;6;2020-03-04;1
417;73;6;2020-03-05;1
418;73;6;2020-03-06;1
419;74;6;2020-03-02;1
420;74;6;2020-03-03;1
421;74;6;2020-03-04;1
422;74;6;2020-03-05;1
423;74;6;2020-03-06;1
424;74;6;2020-03-07;1
425;74;31;2020-03-07;2
426;75;6;2020-03-02;1
427;75;6;2020-03-03;1
428;75;6;2020-03-04;1
429;75;6;2020-03-05;1
430;75;6;2020-03-06;1
431;76;6;2020-03-02;1
432;76;6;2020-03-03;1
433;76;6;2020-03-04;1
434;76;6;2020-03-05;1
435;76;6;2020-03-06;1
436;77;18;2020-03-02;1
437;77;18;2020-03-03;1
438;77;18;2020-03-04;1
439;77;18;2020-03-05;1
440;77;18;2020-03-06;1
441;77;18;2020-03-07;1
442;78;18;2020-03-02;1
443;78;18;2020-03-03;1
444;78;18;2020-03-04;1
445;78;16;2020-03-04;1
446;78;18;2020-03-05;1
447;78;16;2020-03-05;1
448;78;18;2020-03-06;1
449;78;9;2020-03-07;1
450;80;16;2020-03-07;1
451;81;16;2020-03-03;1
452;81;40;2020-03-03;1
453;81;16;2020-03-04;1
454;81;16;2020-03-05;1
455;82;8;2020-03-02;2
456;82;8;2020-03-03;1
457;82;16;2020-03-03;2
458;82;8;2020-03-04;1
459;82;16;2020-03-04;2
460;82;8;2020-03-05;1
461;82;16;2020-03-05;2
462;82;8;2020-03-06;1
463;82;16;2020-03-06;2
464;83;8;2020-03-02;1
465;83;8;2020-03-03;1
466;83;8;2020-03-04;1
467;83;8;2020-03-05;1
468;83;8;2020-03-06;1
469;84;17;2020-03-02;1
470;84;17;2020-03-03;1
471;84;17;2020-03-04;1
472;84;6;2020-03-04;1
473;84;38;2020-03-04;2
474;84;17;2020-03-05;1
475;84;17;2020-03-06;1
476;84;6;2020-03-07;1
477;85;6;2020-03-02;1
478;85;6;2020-03-03;1
479;85;6;2020-03-04;1
480;85;6;2020-03-05;1
481;85;6;2020-03-06;1
482;86;17;2020-03-02;1
483;86;17;2020-03-03;1
484;86;17;2020-03-04;1
485;86;17;2020-03-05;1
486;86;17;2020-03-06;1
487;86;17;2020-03-07;1
488;87;6;2020-03-02;1
489;87;6;2020-03-03;1
490;87;6;2020-03-04;1
491;87;6;2020-03-05;1
492;87;6;2020-03-06;1
493;87;6;2020-03-07;1
494;88;10;2020-03-02;1
495;88;10;2020-03-03;1
496;88;10;2020-03-04;1
497;88;10;2020-03-05;1
498;88;10;2020-03-06;1
499;88;10;2020-03-07;1
500;89;41;2020-03-02;1
501;89;41;2020-03-03;1
502;89;41;2020-03-04;1
503;89;41;2020-03-05;1
504;89;41;2020-03-06;1
505;89;41;2020-03-07;1
506;90;6;2020-03-02;1
507;90;6;2020-03-03;1
508;90;6;2020-03-04;1
509;90;6;2020-03-05;1
510;90;6;2020-03-06;1
511;91;19;2020-03-02;1
512;91;35;2020-03-03;0.5
513;91;19;2020-03-04;1
514;91;19;2020-03-06;1
515;91;32;2020-03-06;0.25
516;91;19;2020-03-07;1
517;91;14;2020-03-07;1
518;91;42;2020-03-07;0.31
519;92;6;2020-03-02;1
520;92;6;2020-03-03;1
521;92;35;2020-03-03;0.5
522;92;6;2020-03-04;1
523;92;16;2020-03-04;1
524;92;6;2020-03-05;1
525;92;6;2020-03-06;1
526;92;6;2020-03-07;1
527;93;8;2020-03-02;1
528;93;16;2020-03-02;1
529;93;8;2020-03-03;1
530;93;16;2020-03-03;1
531;93;8;2020-03-04;1
532;93;16;2020-03-04;1
533;93;8;2020-03-05;1
534;93;16;2020-03-05;1
535;93;8;2020-03-06;1
536;93;16;2020-03-06;1
537;94;8;2020-03-02;2
538;94;41;2020-03-02;1
539;94;8;2020-03-03;2
540;94;7;2020-03-03;1
541;94;16;2020-03-03;1
542;94;8;2020-03-04;2
543;94;7;2020-03-04;1
544;94;8;2020-03-05;3
545;94;7;2020-03-05;1
546;94;8;2020-03-06;2
547;94;41;2020-03-06;1
548;96;7;2020-03-02;1
549;96;18;2020-03-02;1
550;96;17;2020-03-02;1
551;96;7;2020-03-03;1
552;96;8;2020-03-03;1
553;96;17;2020-03-03;1
554;96;7;2020-03-04;1
555;96;8;2020-03-04;1
556;96;7;2020-03-05;1
557;96;8;2020-03-05;1
558;96;17;2020-03-05;1
559;96;7;2020-03-06;1
560;96;8;2020-03-06;1
561;96;17;2020-03-06;1
562;96;7;2020-03-07;1
563;96;18;2020-03-07;1
564;97;20;2020-03-02;1
565;97;20;2020-03-03;1
566;97;20;2020-03-04;1
567;97;20;2020-03-05;1
568;97;20;2020-03-06;1
569;97;7;2020-03-07;1
570;98;6;2020-03-02;1
571;98;40;2020-03-02;1
572;98;6;2020-03-03;1
573;98;6;2020-03-04;1
574;98;6;2020-03-05;1
575;98;40;2020-03-05;1
576;98;6;2020-03-06;1
577;98;6;2020-03-07;1
578;99;6;2020-03-02;1
579;99;6;2020-03-03;1
580;99;6;2020-03-04;1
581;99;6;2020-03-05;1
582;99;6;2020-03-06;1
583;99;6;2020-03-07;1
584;100;6;2020-03-02;1
585;100;6;2020-03-04;1
586;101;8;2020-03-02;1
587;101;8;2020-03-06;1
588;102;6;2020-03-02;1
589;102;6;2020-03-04;1
590;102;6;2020-03-07;1
591;103;6;2020-03-02;1
592;103;6;2020-03-03;1
593;103;6;2020-03-04;1
594;103;6;2020-03-05;1
595;103;6;2020-03-06;1
596;103;6;2020-03-07;1
597;104;6;2020-03-02;1
598;104;6;2020-03-07;2
599;105;9;2020-03-02;1
600;105;9;2020-03-03;1
601;105;9;2020-03-04;1
602;105;9;2020-03-05;1
603;107;7;2020-03-02;1
604;107;7;2020-03-03;1
605;107;7;2020-03-04;1
606;107;7;2020-03-05;1
607;107;7;2020-03-06;1
608;107;7;2020-03-07;1
609;108;8;2020-03-02;2
610;108;8;2020-03-03;2
611;108;8;2020-03-04;2
612;108;8;2020-03-05;2
613;108;8;2020-03-06;2
614;108;8;2020-03-07;2
615;109;17;2020-03-05;1
616;109;17;2020-03-07;1
617;110;6;2020-03-02;1
618;110;6;2020-03-03;1
619;110;6;2020-03-04;1
620;110;6;2020-03-05;1
621;110;6;2020-03-06;1
622;111;16;2020-03-02;1
623;111;16;2020-03-03;1
624;111;16;2020-03-04;1
625;111;16;2020-03-05;1
626;111;16;2020-03-06;1
627;111;16;2020-03-07;1
628;112;8;2020-03-02;1
629;112;41;2020-03-02;1
630;112;8;2020-03-03;1
631;112;8;2020-03-04;1
632;112;41;2020-03-04;1
633;112;8;2020-03-05;1
634;112;8;2020-03-06;1
635;112;41;2020-03-06;1
636;112;8;2020-03-07;1
637;113;6;2020-03-02;1
638;113;6;2020-03-03;1
639;113;6;2020-03-04;1
640;113;6;2020-03-05;1
641;113;6;2020-03-06;1
642;113;6;2020-03-07;1
643;114;16;2020-03-02;2
644;114;16;2020-03-03;2
645;114;16;2020-03-04;2
646;114;16;2020-03-05;2
647;114;16;2020-03-06;2
648;114;16;2020-03-07;2
649;115;16;2020-03-02;1
650;115;16;2020-03-03;1
651;115;16;2020-03-04;1
652;115;16;2020-03-05;1
653;115;16;2020-03-06;1
654;115;16;2020-03-07;1
655;116;6;2020-03-03;1
656;116;6;2020-03-04;1
657;116;6;2020-03-05;1
658;116;6;2020-03-06;1
659;117;6;2020-03-02;1
660;117;6;2020-03-05;1
661;117;17;2020-03-06;1
662;118;6;2020-03-02;2
663;118;16;2020-03-02;1
664;118;6;2020-03-03;2
665;118;6;2020-03-04;2
666;118;16;2020-03-04;1
667;118;6;2020-03-05;2
668;118;16;2020-03-05;1
669;118;6;2020-03-06;2
670;118;16;2020-03-06;1
671;119;21;2020-03-02;1
672;119;21;2020-03-03;1
673;119;21;2020-03-04;1
674;119;21;2020-03-05;1
675;119;21;2020-03-06;1
676;119;21;2020-03-07;1
677;119;35;2020-03-07;0.5
678;120;8;2020-03-02;1
679;120;8;2020-03-04;1
680;120;18;2020-03-04;1
681;120;8;2020-03-05;1
682;120;8;2020-03-06;1
683;120;8;2020-03-07;1
684;121;8;2020-03-02;1
685;121;8;2020-03-03;1
686;121;18;2020-03-04;1
687;121;8;2020-03-05;1
688;121;8;2020-03-07;5
689;121;14;2020-03-07;2
690;123;17;2020-03-02;1
691;123;17;2020-03-03;1
692;123;17;2020-03-04;1
693;123;17;2020-03-05;1
694;123;17;2020-03-06;1
695;123;17;2020-03-07;1
696;124;8;2020-03-02;2
697;124;8;2020-03-03;2
698;124;8;2020-03-04;2
699;124;8;2020-03-05;2
700;124;8;2020-03-06;2
701;125;6;2020-03-02;1
702;125;6;2020-03-03;1
703;125;6;2020-03-04;1
704;125;6;2020-03-05;1
705;125;6;2020-03-06;1
706;125;6;2020-03-07;1
707;126;7;2020-03-02;1
708;126;7;2020-03-03;1
709;126;7;2020-03-04;2
710;126;7;2020-03-06;1
711;126;7;2020-03-07;2
712;127;6;2020-03-02;1
713;127;6;2020-03-03;1
714;127;6;2020-03-04;1
715;127;6;2020-03-05;1
716;127;6;2020-03-06;1
717;127;6;2020-03-07;1
718;128;17;2020-03-03;1
719;128;17;2020-03-04;1
720;128;6;2020-03-05;1
721;128;6;2020-03-06;1
722;129;41;2020-03-02;1
723;129;41;2020-03-03;1
724;129;41;2020-03-04;1
725;130;18;2020-03-02;1
726;130;18;2020-03-03;1
727;130;18;2020-03-04;1
728;130;18;2020-03-05;1
729;130;18;2020-03-06;1
730;130;18;2020-03-07;1
731;131;17;2020-03-02;1
732;131;17;2020-03-03;1
733;131;17;2020-03-04;1
734;131;17;2020-03-05;1
735;131;17;2020-03-06;1
736;131;17;2020-03-07;1
737;132;6;2020-03-02;1
738;132;6;2020-03-03;1
739;132;6;2020-03-04;1
740;132;6;2020-03-05;1
741;132;6;2020-03-06;1
742;132;6;2020-03-07;1
743;133;6;2020-03-02;2
744;133;17;2020-03-02;1
745;133;6;2020-03-03;2
746;133;36;2020-03-03;1
747;133;6;2020-03-04;2
748;133;17;2020-03-04;1
749;133;6;2020-03-05;2
750;133;6;2020-03-06;2
751;133;6;2020-03-07;2
752;134;10;2020-03-02;1
753;134;6;2020-03-02;1
754;134;10;2020-03-05;1
755;135;6;2020-03-02;1
756;135;6;2020-03-03;1
757;135;6;2020-03-04;1
758;135;6;2020-03-05;1
759;135;6;2020-03-06;1
760;135;6;2020-03-07;2
761;136;16;2020-03-02;2
762;136;16;2020-03-03;2
763;136;16;2020-03-04;2
764;136;16;2020-03-05;3
765;136;16;2020-03-06;2
766;136;16;2020-03-07;4
767;137;16;2020-03-02;2
768;137;8;2020-03-02;1
769;137;16;2020-03-03;2
770;137;8;2020-03-03;1
771;137;16;2020-03-04;2
772;137;8;2020-03-04;1
773;137;16;2020-03-05;1
774;137;8;2020-03-05;1
775;137;8;2020-03-06;2
776;137;16;2020-03-06;2
777;137;8;2020-03-07;1
778;137;16;2020-03-07;2
779;137;14;2020-03-07;1
780;138;16;2020-03-02;4
781;138;16;2020-03-03;4
782;138;16;2020-03-04;4
783;138;16;2020-03-05;4
784;138;16;2020-03-06;4
785;138;16;2020-03-07;4
786;139;8;2020-03-02;2
787;139;8;2020-03-03;2
788;139;8;2020-03-04;2
789;139;8;2020-03-05;2
790;139;8;2020-03-06;1
791;139;8;2020-03-07;1
792;140;11;2020-03-03;1
793;140;15;2020-03-04;1
794;140;8;2020-03-05;1
795;140;15;2020-03-07;1
796;140;32;2020-03-07;1
797;141;8;2020-03-02;1
798;141;6;2020-03-02;1
799;141;8;2020-03-03;1
800;141;6;2020-03-03;1
801;141;8;2020-03-04;1
802;141;6;2020-03-04;1
803;141;8;2020-03-05;1
804;141;6;2020-03-05;1
805;142;15;2020-03-02;1
806;142;15;2020-03-03;1
807;142;15;2020-03-04;1
808;142;11;2020-03-05;1
809;142;11;2020-03-06;1
810;142;36;2020-03-06;1
811;142;11;2020-03-07;1
812;143;8;2020-03-02;1
813;143;8;2020-03-03;1
814;143;8;2020-03-04;1
815;143;8;2020-03-05;1
816;143;8;2020-03-06;1
817;144;8;2020-03-02;1
818;144;8;2020-03-03;1
819;144;8;2020-03-04;1
820;144;8;2020-03-05;1
821;144;8;2020-03-06;1
822;144;8;2020-03-07;1
823;145;8;2020-03-02;1
824;145;15;2020-03-02;1
825;145;8;2020-03-03;1
826;145;15;2020-03-03;1
827;145;8;2020-03-04;1
828;145;15;2020-03-04;1
829;145;8;2020-03-05;1
830;145;15;2020-03-05;1
831;145;8;2020-03-06;1
832;145;15;2020-03-06;1
833;145;8;2020-03-07;1
834;145;4;2020-03-07;1
835;146;6;2020-03-02;1
836;146;6;2020-03-03;1
837;146;6;2020-03-04;1
838;146;6;2020-03-05;1
839;146;6;2020-03-06;1
840;146;6;2020-03-07;1
841;147;6;2020-03-02;1
842;147;6;2020-03-03;1
843;147;6;2020-03-04;1
844;147;6;2020-03-05;1
845;147;6;2020-03-06;1
846;147;6;2020-03-07;2
847;149;6;2020-03-04;1
848;150;8;2020-03-03;2
849;150;8;2020-03-07;2
850;150;38;2020-03-07;1
851;151;8;2020-03-02;1
852;151;8;2020-03-03;1
853;151;8;2020-03-04;1
854;151;8;2020-03-05;1
855;152;17;2020-03-02;1
856;152;17;2020-03-03;1
857;152;17;2020-03-04;1
858;152;17;2020-03-05;1
859;152;17;2020-03-06;1
860;152;17;2020-03-07;1
861;153;9;2020-03-02;1
862;153;9;2020-03-03;1
863;153;9;2020-03-04;2
864;153;9;2020-03-05;1
865;153;9;2020-03-06;1
866;153;9;2020-03-07;1
867;154;17;2020-03-02;1
868;154;17;2020-03-03;1
869;154;17;2020-03-04;1
870;154;17;2020-03-05;1
871;154;17;2020-03-06;1
872;154;4;2020-03-07;1
873;154;39;2020-03-07;1
874;155;18;2020-03-02;1
875;155;18;2020-03-03;1
876;155;18;2020-03-04;1
877;155;18;2020-03-05;1
878;155;18;2020-03-06;1
879;155;18;2020-03-07;1
880;156;8;2020-03-02;1
881;156;8;2020-03-03;1
882;156;8;2020-03-04;1
883;156;8;2020-03-05;1
884;156;8;2020-03-06;1
885;156;8;2020-03-07;1
886;157;41;2020-03-02;1
887;157;41;2020-03-03;1
888;157;41;2020-03-04;1
889;157;8;2020-03-05;1
890;157;9;2020-03-06;1
891;157;39;2020-03-06;1
892;157;9;2020-03-07;1
893;157;36;2020-03-07;1
894;157;28;2020-03-07;0.5
895;158;8;2020-03-02;1
896;158;8;2020-03-03;1
897;158;8;2020-03-04;1
898;158;8;2020-03-05;1
899;158;8;2020-03-06;1
900;158;8;2020-03-07;2
901;159;41;2020-03-02;1
902;159;41;2020-03-03;1
903;159;41;2020-03-04;1
904;159;41;2020-03-05;1
905;159;41;2020-03-06;1
906;159;41;2020-03-07;1
907;160;20;2020-03-02;1
908;160;41;2020-03-02;1
909;160;20;2020-03-03;1
910;160;41;2020-03-03;1
911;160;20;2020-03-04;1
912;160;41;2020-03-04;1
913;160;20;2020-03-05;1
914;160;41;2020-03-05;1
915;160;20;2020-03-06;1
916;160;41;2020-03-06;1
917;160;20;2020-03-07;1
918;160;41;2020-03-07;1
919;161;18;2020-03-02;1
920;161;18;2020-03-03;1
921;161;18;2020-03-04;1
922;161;18;2020-03-05;1
923;161;18;2020-03-06;1
924;161;18;2020-03-07;1
925;162;6;2020-03-02;1
926;162;6;2020-03-03;1
927;162;6;2020-03-04;1
