Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Non_Healthy_Fat,Unhealthy_BMI,Unhealthy_Fat
45,Male,78.3,1.96,166,167,62,1.29,1066.0,Cardio,29.0,2.2,3,1,20.38,True,False,True
36,Male,112.4,1.63,164,135,58,1.02,757.0,Cardio,25.0,3.4,4,2,42.3,False,True,False
22,Male,98.4,1.88,194,135,71,0.52,386.0,Cardio,21.3,2.2,2,1,27.84,False,True,False
52,Male,66.5,1.6,185,120,70,1.34,796.0,HIIT,26.8,2.1,4,2,25.98,True,True,True
29,Male,106.5,1.81,177,156,60,1.29,1107.0,Cardio,25.7,2.5,4,2,32.51,True,True,True
56,Male,84.6,1.63,184,141,52,1.01,705.0,HIIT,20.2,2.9,4,2,31.84,False,True,False
59,Male,78.0,1.92,180,127,53,0.72,453.0,Cardio,28.1,2.7,3,1,21.16,True,False,True
40,Male,76.9,1.92,179,137,68,1.13,851.0,Yoga,22.4,3.7,4,2,20.86,False,False,False
35,Male,63.7,1.74,198,143,71,1.03,810.0,HIIT,29.8,2.7,4,2,21.04,True,False,True
26,Male,76.4,1.79,177,156,73,1.17,1004.0,Strength,21.3,2.7,3,2,23.84,False,False,False
27,Male,106.4,1.86,182,123,50,1.34,907.0,Cardio,20.6,3.1,2,1,30.76,False,True,False
55,Male,63.5,1.86,198,144,53,1.36,969.0,Strength,22.9,2.9,4,2,18.35,False,False,False
30,Male,113.4,1.91,177,137,54,1.27,957.0,HIIT,22.2,3.7,3,1,31.08,False,True,False
26,Male,111.5,1.9,191,167,57,1.02,937.0,Yoga,25.2,2.2,2,1,30.89,True,True,True
19,Male,56.9,1.87,178,138,70,0.61,463.0,Cardio,23.3,3.7,3,1,16.27,False,False,False
46,Male,59.4,1.68,165,147,62,1.16,844.0,Strength,20.2,2.5,4,2,21.05,False,False,False
36,Male,95.8,1.86,193,129,65,1.37,972.0,HIIT,21.2,3.2,3,1,27.69,False,True,False
25,Male,120.6,1.83,179,120,51,1.04,686.0,Cardio,22.3,2.5,3,2,36.01,False,True,False
39,Male,85.3,1.89,163,140,61,0.77,593.0,Strength,27.6,3.6,2,1,23.88,True,False,True
34,Male,68.0,1.68,169,128,57,0.67,472.0,Cardio,25.8,3.4,2,1,24.09,True,False,True
42,Male,63.3,1.77,183,134,59,1.32,876.0,HIIT,25.7,3.3,3,2,20.2,True,False,True
48,Male,114.9,1.86,175,141,56,1.36,949.0,Cardio,21.1,3.6,3,1,33.21,False,True,False
44,Male,124.8,1.85,175,126,69,1.35,842.0,Strength,24.4,3.5,4,2,36.46,False,True,False
43,Male,61.2,1.88,175,163,68,1.03,831.0,Yoga,24.7,2.9,3,1,17.32,False,False,False
45,Male,52.5,1.88,194,153,71,1.08,818.0,Strength,29.0,2.9,4,2,14.85,True,False,True
37,Male,76.3,1.77,180,128,57,1.36,957.0,HIIT,27.3,2.1,4,2,24.35,True,False,True
56,Male,48.3,1.87,165,156,51,0.68,525.0,HIIT,29.8,3.3,3,1,13.81,True,False,True
20,Male,120.5,1.73,186,153,67,1.01,850.0,Cardio,29.3,3.4,3,2,40.26,True,True,True
30,Male,121.6,2.0,179,160,60,1.24,1091.0,Cardio,28.0,3.3,4,2,30.4,True,True,True
55,Male,129.9,1.73,187,155,60,0.69,529.0,Yoga,21.7,3.1,3,1,43.4,False,True,False
23,Male,108.6,1.92,197,134,50,0.89,656.0,Yoga,25.8,3.5,2,1,29.46,True,True,True
